loss,val_loss,epoch
0.009500821121037006,0.0018486528424546123,0
0.0022355036344379187,0.0010629125172272325,1
0.001800555968657136,0.006291965488344431,2
0.0019528886768966913,0.0012628393014892936,3
0.0016475411830469966,0.0017990118358284235,4
0.0013660532422363758,0.0037499258760362864,5
0.0014914602506905794,0.0009496709681116045,6
0.0013482858194038272,0.0032196904066950083,7
0.0015528704971075058,0.0024706884287297726,8
0.0013544629327952862,0.0009684585966169834,9
0.001782946870662272,0.0036457760725170374,10
0.0012422410072758794,0.0008555224048905075,11
0.0009570679976604879,0.0008240354363806546,12
0.0012437949189916253,0.0008832389139570296,13
0.0011343435617163777,0.000823831302113831,14
0.0013280544662848115,0.0030719006899744272,15
0.0009891396621242166,0.0017459881491959095,16
0.0009395614615641534,0.0023243469186127186,17
0.0009592540445737541,0.0010896519524976611,18
0.0009360081749036908,0.003035901812836528,19
0.0008882370311766863,0.0008002066169865429,20
0.000994765548966825,0.0011106781894341111,21
0.0010218692477792501,0.0013083459343761206,22
0.0009050468797795475,0.002865318674594164,23
0.0009252214804291725,0.001148857525549829,24
