loss,val_loss,epoch
0.008225829340517521,0.006799881346523762,0
0.0013761884765699506,0.003647805657237768,1
0.0013001502957195044,0.001450570416636765,2
0.0011145403841510415,0.0032666330225765705,3
0.001090722274966538,0.004786265082657337,4
0.0012225935934111476,0.0018763549160212278,5
0.0009974322747439146,0.003051852574571967,6
0.0009591578273102641,0.003655976615846157,7
0.001168209477327764,0.0008800513460300863,8
0.0010277358815073967,0.001805064151994884,9
0.0009380924748256803,0.0008164157625287771,10
0.0009349322644993663,0.0030443877913057804,11
0.0009418845875188708,0.006393104791641235,12
0.0009193164296448231,0.0016908477991819382,13
0.0007808927912265062,0.0012491352390497923,14
0.0008242263575084507,0.0025339769199490547,15
0.0007964117103256285,0.001896957866847515,16
0.0007422309718094766,0.00375055312179029,17
0.00075776397716254,0.0015345130814239383,18
0.0007485597161576152,0.001921716844663024,19
0.0007080891518853605,0.0007680375128984451,20
0.0007183708366937935,0.002840581117197871,21
0.0007063926896080375,0.0008033121121115983,22
0.0007782561588101089,0.001398361404426396,23
0.0006750148022547364,0.0008629176300019026,24
