loss,val_loss,epoch
0.01187816821038723,0.0036493821535259485,0
0.00236657471396029,0.0018582157790660858,1
0.001901864307001233,0.004802688956260681,2
0.0020552168134599924,0.003575133392587304,3
0.0016971576260402799,0.002655124757438898,4
0.001885526580736041,0.0022456871811300516,5
0.0016706172609701753,0.003523828461766243,6
0.0014416122576221824,0.004920198116451502,7
0.0015167040983214974,0.00695112394168973,8
0.001649984042160213,0.0015269004506990314,9
0.001391650759615004,0.003406064584851265,10
0.0013623815029859543,0.005029111634939909,11
0.0013769984943792224,0.004626759327948093,12
0.0013050965499132872,0.0044914730824530125,13
0.0013212504563853145,0.004614851903170347,14
0.0013244504807516932,0.0036773905158042908,15
0.0011430695885792375,0.000821791123598814,16
0.0011712945997714996,0.0010512351291254163,17
0.0011563223088160157,0.003861817065626383,18
0.0011300682090222836,0.0020309537649154663,19
0.0010098566999658942,0.0016838546143844724,20
0.0009917166316881776,0.002656187629327178,21
0.0010959510691463947,0.0031301293056458235,22
0.0010522616794332862,0.0021762324031442404,23
0.0009946072241291404,0.00305344769731164,24
