loss,val_loss,epoch
0.002530874451622367,0.0030732108280062675,0
0.0004350671952124685,0.0013154770713299513,1
0.00035703254980035126,0.002000354928895831,2
0.00033110700314864516,0.001472068834118545,3
0.00033003624412231147,0.00125039741396904,4
0.0002975039242301136,0.0017186577897518873,5
0.00027572715771384537,0.0012653799494728446,6
0.00028105999808758497,0.00357285444624722,7
0.0002749616396613419,0.0018040506402030587,8
0.00025756520335562527,0.0013083230005577207,9
0.0002255818690173328,0.0011930848704650998,10
0.00024838154786266387,0.001378571498207748,11
0.0003002180310431868,0.0010221811244264245,12
0.00023043295368552208,0.0011389818973839283,13
0.00021239649504423141,0.000896136334631592,14
0.00019446152145974338,0.0010241359705105424,15
0.00018117135914508253,0.0012758893426507711,16
0.00019633985357359052,0.0008833163301460445,17
0.0001835548464441672,0.0008409720030613244,18
0.00018267201085109264,0.0009146675001829863,19
0.00017411888984497637,0.000940217636525631,20
0.00017885111446958035,0.0016364207258448005,21
0.0001513768220320344,0.0021098654251545668,22
0.00014325199299491942,0.0009639847557991743,23
0.00014255008136387914,0.00092576805036515,24
