loss,val_loss,epoch
0.020946919918060303,0.001823923084884882,0
0.0031018240842968225,0.004757880233228207,1
0.0026485268026590347,0.0019381083548069,2
0.002532012527808547,0.0020744814537465572,3
0.002440855372697115,0.0019248173339292407,4
0.0024314792826771736,0.0020433554891496897,5
0.002642276929691434,0.0022946372628211975,6
0.002143824240192771,0.0020653714891523123,7
0.0023614990059286356,0.001460714964196086,8
0.002178242662921548,0.0013632349437102675,9
0.002024812623858452,0.0012880881549790502,10
0.0020770952105522156,0.003626624820753932,11
0.001905927318148315,0.0012041126610711217,12
0.0018886594334617257,0.0012687082635238767,13
0.0018743645632639527,0.0018625472439453006,14
0.0019829915836453438,0.0018543419428169727,15
0.0018061893060803413,0.0014797021867707372,16
0.001833379385061562,0.0011357521871104836,17
0.0016023162752389908,0.0015453047817572951,18
0.0019170403247699142,0.002079934114590287,19
0.0015978760784491897,0.0018173401476815343,20
0.0015460466966032982,0.0020502260886132717,21
0.0015196469612419605,0.0013504652306437492,22
0.00145499047357589,0.0010586389107629657,23
0.0015257687773555517,0.0015706737758591771,24
