loss,val_loss,epoch
0.01905061863362789,0.0017942339181900024,0
0.0033579410519450903,0.0040540145710110664,1
0.0032794680446386337,0.004488484468311071,2
0.003112077247351408,0.003899108385667205,3
0.002934415126219392,0.0012418230762705207,4
0.002801948692649603,0.002356696641072631,5
0.0027593891136348248,0.0018522029276937246,6
0.0030415619257837534,0.002539520151913166,7
0.0026024451944977045,0.0013313927920535207,8
0.002381399041041732,0.001005859114229679,9
0.0019834518898278475,0.0012620787601917982,10
0.002423615427687764,0.007940755225718021,11
0.002079184865579009,0.0032561509869992733,12
0.0020708474330604076,0.0008507649763487279,13
0.002165107987821102,0.0029835926834493876,14
0.0019369436195120215,0.008619925007224083,15
0.0020852466113865376,0.0009299304219894111,16
0.0018966097850352526,0.0031824568286538124,17
0.0017029201844707131,0.0021306145936250687,18
0.0016560417134314775,0.001212930423207581,19
0.001555930357426405,0.0027809322346001863,20
0.001715026213787496,0.0008549094200134277,21
0.0016846187645569444,0.0012728252913802862,22
0.0017967112362384796,0.0007690968341194093,23
0.0015515087870880961,0.002205456141382456,24
