loss,val_loss,epoch
0.004957366734743118,0.0019176827045157552,0
0.0013260382693260908,0.0028094020672142506,1
0.00132177013438195,0.002799846464768052,2
0.0010248461039736867,0.002584255300462246,3
0.001220866572111845,0.006682879291474819,4
0.0012494641123339534,0.0025734719820320606,5
0.001100253313779831,0.0025876129511743784,6
0.0011068695457652211,0.001965074334293604,7
0.0012157049495726824,0.0021470587234944105,8
0.0010718925623223186,0.0019694382790476084,9
0.0010990581940859556,0.0029801479540765285,10
0.0010105561232194304,0.0014442837564274669,11
0.0007660717237740755,0.0018434918019920588,12
0.0008557616965845227,0.0017809399869292974,13
0.000829460914246738,0.004217249806970358,14
0.0010063151130452752,0.001818948076106608,15
0.0006957196164876223,0.0012738684890791774,16
0.001047881436534226,0.005895036272704601,17
0.0009734023478813469,0.0015563791384920478,18
0.0007501378422603011,0.0024040741845965385,19
0.0011455732164904475,0.0013724040472880006,20
0.0008086286834441125,0.0018275215988978744,21
0.0006861959700472653,0.001174772740341723,22
0.0008348975097760558,0.0014528105966746807,23
0.0006918400176800787,0.0010890092235058546,24
