loss,val_loss,epoch
0.008204980753362179,0.0021467069163918495,0
0.0017247904324904084,0.002765559358522296,1
0.0014755455777049065,0.004173513501882553,2
0.0013667773455381393,0.0025815016124397516,3
0.001253302558325231,0.0013689723564311862,4
0.0013593068579211831,0.0020465729758143425,5
0.0011584088206291199,0.0023246442433446646,6
0.0011786289978772402,0.0017081446712836623,7
0.0010708231711760163,0.0016185289714485407,8
0.0009925730992108583,0.0019767354242503643,9
0.0010840694885700941,0.003196636214852333,10
0.0009039746946655214,0.0041110017336905,11
0.0009994577849283814,0.002276783110573888,12
0.0010353036923334002,0.003970089368522167,13
0.0008047702140174806,0.0017838968196883798,14
0.0008878339431248605,0.0008690300746820867,15
0.0008052930352278054,0.0019124324899166822,16
0.0008624793263152242,0.002033781260251999,17
0.0007632702472619712,0.002698193769901991,18
0.0007275821990333498,0.0021764819975942373,19
0.0007951019215397537,0.0007197540835477412,20
0.0007694921223446727,0.002322614658623934,21
0.0006459741853177547,0.0008436053176410496,22
0.0007154009072110057,0.0006205211975611746,23
0.0006954616401344538,0.0006172402063384652,24
