loss,val_loss,epoch
0.006586826406419277,0.004502275958657265,0
0.0011945144506171346,0.0030209175311028957,1
0.0011131829814985394,0.0024987414944916964,2
0.0011013520415872335,0.0038072923198342323,3
0.0011140484130010009,0.002274605678394437,4
0.000883927452377975,0.0007961891242302954,5
0.0010027249809354544,0.0007115915068425238,6
0.0008448530570603907,0.005281649995595217,7
0.0008404610562138259,0.0019542870577424765,8
0.000805745308753103,0.0011121873976662755,9
0.0007285424508154392,0.0009406370227225125,10
0.0009015079122036695,0.002370387315750122,11
0.0007251508650369942,0.0021109834779053926,12
0.0007327377679757774,0.0007212366326712072,13
0.0006207954720593989,0.0021907896734774113,14
0.0007416966836899519,0.0008342482033185661,15
0.0006454586982727051,0.0009791076881811023,16
0.0006254239706322551,0.0004359850427135825,17
0.000606728543061763,0.0005614337278530002,18
0.0006224174285307527,0.0004751555388793349,19
0.0006107969093136489,0.003181483130902052,20
0.0005474853678606451,0.0028500668704509735,21
0.0006077165598981082,0.0007457424071617424,22
0.0005381132359616458,0.00033713161246851087,23
0.0005174194229766726,0.0016440271865576506,24
