Date,Close,High,Low,Open,Volume,Symbol,Start_Date,End_Date
,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,,,
2015-01-01,687.2022094726562,692.1097912966794,685.2299722977065,688.990917621901,284935,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-02,710.9602661132812,716.8310655871454,689.1283250497562,689.1283250497562,2080850,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-05,710.9144287109375,722.7477364356864,708.8046293459304,715.409264913509,1326999,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-06,693.9442749023438,718.2529639769136,688.348712265324,710.9144918034585,1510720,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-07,707.88720703125,713.987276914223,696.4667013563377,700.2735552440037,1427667,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-08,752.514404296875,754.8535870017369,713.7580996369837,718.9867720549909,2769416,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-09,745.3134765625,760.4490733173077,737.5622052086317,759.9445646230992,1708427,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-12,740.956298828125,750.7256614678934,734.0306275049735,745.8180250291927,1320557,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-13,764.8980712890625,772.7869621172567,744.9466009555091,745.7722014335155,3835281,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-14,772.9703369140625,779.7125346715749,761.5498303556668,770.5394460283799,2320114,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-15,769.9432373046875,779.7125999224835,764.1183479240339,778.7952909813982,1308063,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-16,773.7042846679688,787.9684283727902,770.5395574309008,775.0343939111535,1568660,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-19,763.1093139648438,777.877965201378,760.9536044071019,776.0433473589218,1041563,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-20,769.8056640625,776.9606625078103,765.9529553648425,765.9529553648425,1314139,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-21,780.9050903320312,785.1247450537925,769.8056745403682,775.1260552009331,1663391,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-22,795.4444580078125,808.7454374420307,782.3268955684189,785.6750955453733,1995155,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-23,790.81201171875,807.1860098272482,788.977393845849,798.7926106634883,1531430,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-27,816.8635864257812,818.9733857265112,793.930863617646,797.0497363147895,1831293,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-28,834.9805908203125,844.8416634391737,817.3682452708655,819.202863432514,2895714,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-29,808.42431640625,846.217454004957,795.4902834069394,838.2368554362349,5326269,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-01-30,786.8218383789062,815.0290916929853,783.4736379480108,815.0290916929853,3291034,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-02,741.2774047851562,780.7216930771461,737.0578056421833,779.7126755393352,4808585,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-03,747.3316040039062,758.1558382894274,735.681769277823,742.8367678063476,3048559,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-04,737.378662109375,755.1286211176206,734.5808814456512,752.0097487785958,912365,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-05,743.8001098632812,758.0643120893229,741.1858011529724,744.8550377923436,1668101,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-06,731.6915893554688,747.6068790479358,723.573370634296,743.0203337777031,1668283,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-09,737.1952514648438,754.0278458224583,718.6197479637431,724.6739637466449,1910672,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-10,754.2114868164062,761.274777462171,733.709596643542,735.5901249234626,2235687,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-11,771.2274780273438,775.1260409552251,759.5317892436999,761.3664070921146,1227804,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-12,755.6332397460938,779.6208909356992,751.5970580126067,776.9606726129789,1974102,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-13,758.3851318359375,765.9070760012664,747.6526065258541,756.1835680842977,1323475,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-16,765.1732788085938,772.8327861035212,750.3587169527364,765.0356600716163,1584956,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-18,753.1565551757812,772.3741902276398,751.918210401416,769.713971690286,1448399,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-19,765.12744140625,768.7049690272734,757.6972606402479,757.6972606402479,1216904,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-20,757.4220581054688,766.9620381832426,755.1287855884897,765.2650389159174,699111,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-23,742.6531982421875,764.118247024423,739.442617372337,760.9076661545724,1434240,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-24,733.434326171875,746.2307966357113,732.012508562136,743.0202154578071,1141027,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-25,746.5518188476562,748.5240553593421,738.4336575542529,738.6171305301456,1537365,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-26,726.4171142578125,752.1017696084274,722.1057501977667,751.0926959839329,1600594,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-02-27,740.4059448242188,742.1946524945447,730.2696360891965,733.0215629519691,1272026,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-02,757.3302612304688,761.9168060683182,739.3510278613372,755.6791162864622,1383141,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-03,768.9801635742188,772.3742182487039,758.7980555388647,761.2288909226775,1617826,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-04,767.6041259765625,778.0614705082559,763.568000148332,774.6674161610855,1600601,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-05,764.9439697265625,771.9613497289615,759.5318244277927,767.7876051280947,694150,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-09,745.4512329101562,763.6597954268962,741.9654136780864,763.6597954268962,626456,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-10,741.1397094726562,750.358652378218,735.6817105224094,745.7721080482778,691298,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-11,742.1029663085938,752.1475108573616,740.0390210994536,750.3587471451541,942306,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-12,741.2774047851562,747.6068594877155,738.617242190882,747.4233864840863,979686,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-13,741.5526733398438,751.0009455473809,738.9841631576685,744.7632550794604,837992,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-16,763.063232421875,766.73246728305,742.1027506726451,745.7719855338202,1287189,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-17,762.6507568359375,772.328355992358,754.9453385189968,769.9433188999237,1384999,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-18,746.8729858398438,766.7326917471133,743.0202769100979,766.7326917471133,1172762,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-19,765.7693481445312,777.7402163664342,753.7526256818562,755.8624246501317,2037801,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-20,742.9744873046875,767.7876862789248,738.9841592849286,766.8703772152702,1245311,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-23,744.4878540039062,748.5240354136274,738.8922923108786,748.5240354136274,759196,ASIANPAINT.NS,2015-01-01,2025-01-01
2015-03-24,746.0472412109375,751.7345670094807,740.8185698156948,742.6990976596958,755974,ASIANPAINT.NS,2015-01-01,2025-01-01
