date,Open,High,Low,Close,Volume,sentiment_mean,sentiment_std,sentiment_max,sentiment_min,news_count,magnitude_mean,magnitude_sum,sentiment_weighted_mean,sentiment_mean_roll_avg_3d,sentiment_weighted_mean_roll_avg_3d,news_count_roll_sum_3d,sentiment_std_roll_max_3d,sentiment_mean_roll_avg_7d,sentiment_weighted_mean_roll_avg_7d,news_count_roll_sum_7d,sentiment_std_roll_max_7d,sentiment_mean_roll_avg_14d,sentiment_weighted_mean_roll_avg_14d,news_count_roll_sum_14d,sentiment_std_roll_max_14d,Policy_Repo_Rate,10Y_Bond_Yield,Call_Money_Rate,CPI_Index,IIP_Index,GDP_Growth_QoQ,USD_INR_Exchange_Rate,Trade_Exports_USD,Trade_Imports_USD,FX_Reserves,Crude_Oil_Brent,Crude_Oil_WTI,Net_Sales_Income_from_operations,Basic_EPS,Net_Profit_Loss_For_the_Period,P_L_Before_Other_Inc_Int_Excpt_Items__Tax,Interest,Increase_Decrease_in_Stocks
09-11-2016,931.326816,986.4233045,887.5106394,979.7576294,2005884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.071419,-0.071419,3,0,6.75,6.61,6.75,105.9611,106.2647,38750067,66.48,21349830000,33244930000,341975.7174,43.88,45.2,4189,4.96,480,628,6,-253
10-11-2016,984.4655706,988.1946069,939.7171356,942.7935791,1719037,1,0,1,1,1,1,1,1,0.333333,0.333333,1,0,0.142857,0.142857,1,0,9.00E-06,9.00E-06,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,66.86,21349830000,33244930000,341975.7174,43.67,44.62,4189,4.96,480,628,6,-253
11-11-2016,932.2591577,936.8738519,893.1042731,897.1129761,2665967,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.142857,0.142857,1,0,9.00E-06,9.00E-06,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,66.86,21349830000,33244930000,341975.7174,41.61,43.39,4189,4.96,480,628,6,-253
15-11-2016,905.1768133,905.1768133,810.1330046,830.4562378,5354021,0.999997,0,0.999997,0.999997,1,0.999997,0.999997,0.999997,0.333332,0.333332,1,0,0.285714,0.285714,2,0,0.142857,0.142857,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,67.8,21349830000,33244930000,341975.7174,44.15,45.86,4189,4.96,480,628,6,-253
16-11-2016,855.3475134,881.8236881,841.8297598,872.3146362,3032067,0,0,0,0,0,0,0,0,0.333332,0.333332,1,0,0.285714,0.285714,2,0,0.142857,0.142857,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.07,21349830000,33244930000,341975.7174,45.07,45.56,4189,4.96,480,628,6,-253
17-11-2016,881.9171258,882.9892465,854.8816113,856.2333984,1310176,0,0,0,0,0,0,0,0,0.333332,0.333332,1,0,0.285714,0.285714,2,0,0.142857,0.142857,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,67.93,21349830000,33244930000,341975.7174,44.57,45.37,4189,4.96,480,628,6,-253
18-11-2016,863.1786698,866.0220485,838.8932762,846.6776733,1335202,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.285714,2,0,0.142857,0.142857,4,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.12,21349830000,33244930000,341975.7174,44.41,45.69,4189,4.96,480,628,6,-253
21-11-2016,855.8137427,855.8137427,831.3419445,839.0330811,1639425,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.23,21349830000,33244930000,341975.7174,45.96,47.48,4189,4.96,480,628,6,-253
22-11-2016,846.4912435,851.1059373,834.3718755,846.2581787,1678288,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.4,21349830000,33244930000,341975.7174,46.1,48.07,4189,4.96,480,628,6,-253
23-11-2016,853.85602,882.2899188,850.2201872,878.2345581,2371811,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.86,21349830000,33244930000,341975.7174,46.54,46.72,4189,4.96,480,628,6,-253
24-11-2016,874.692124,900.32925,868.9121061,872.6877441,2908165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.86,21349830000,33244930000,341975.7174,47.54,46.72,4189,4.96,480,628,6,-253
25-11-2016,879.9592458,888.7224458,875.2046911,881.4042358,1460489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.59,21349830000,33244930000,341975.7174,46.32,46.72,4189,4.96,480,628,6,-253
28-11-2016,885.6461687,903.0328242,870.2638932,872.6877441,1335539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.56,21349830000,33244930000,341975.7174,46.64,45.66,4189,4.96,480,628,6,-253
29-11-2016,876.6963552,901.4944209,871.8485972,893.6168213,2507536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,2,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.64,21349830000,33244930000,341975.7174,44.68,45.29,4189,4.96,480,628,6,-253
30-11-2016,902.3801426,908.8593542,888.0233307,904.1980591,4460941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428,0.071428,1,0,6.75,6.61,6.75,105.9611,106.2647,38750067,68.56,21349830000,33244930000,341975.7174,47.95,49.41,4189,4.96,480,628,6,-253
01-12-2016,901.4945203,902.4267793,872.5944891,875.5311279,1517103,0.997434,0,0.997434,0.997434,1,0.997434,0.997434,0.997434,0.332478,0.332478,1,0,0.142491,0.142491,1,0,0.142674,0.142674,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,68.29,23493720000,33858770000,341145.1947,52.28,51.08,4189,4.96,480,628,6,-253
02-12-2016,872.594394,873.0605235,840.8975891,843.5545044,2139914,0,0,0,0,0,0,0,0,0.332478,0.332478,1,0,0.142491,0.142491,1,0,0.142674,0.142674,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,68.04,23493720000,33858770000,341145.1947,52.35,51.7,4189,4.96,480,628,6,-253
05-12-2016,848.3556466,877.8150067,834.6048271,874.1326294,1881935,0,0,0,0,0,0,0,0,0.332478,0.332478,1,0,0.142491,0.142491,1,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,68.06,23493720000,33858770000,341145.1947,53.3,51.72,4189,4.96,480,628,6,-253
06-12-2016,877.1624991,880.7050719,861.5471612,870.869751,889147,0,0,0,0,0,0,0,0,0,0,0,0,0.142491,0.142491,1,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.72,23493720000,33858770000,341145.1947,52.31,50.95,4189,4.96,480,628,6,-253
07-12-2016,872.5944528,884.2476907,865.3228438,869.0518799,809152,0,0,0,0,0,0,0,0,0,0,0,0,0.142491,0.142491,1,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.5,23493720000,33858770000,341145.1947,51.9,49.85,4189,4.96,480,628,6,-253
08-12-2016,878.1415278,883.3621563,866.8145562,872.734436,1024529,0,0,0,0,0,0,0,0,0,0,0,0,0.142491,0.142491,1,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.42,23493720000,33858770000,341145.1947,51.6,50.84,4189,4.96,480,628,6,-253
09-12-2016,878.1878987,889.3284041,871.7086879,877.954834,1600112,0,0,0,0,0,0,0,0,0,0,0,0,0.142491,0.142491,1,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.51,23493720000,33858770000,341145.1947,52.19,51.51,4189,4.96,480,628,6,-253
12-12-2016,868.2128479,873.6665975,847.4234823,848.5888062,1531811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.38,23493720000,33858770000,341145.1947,53.99,52.74,4189,4.96,480,628,6,-253
13-12-2016,853.0170652,853.0170652,834.3718835,845.3259277,1572248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.47,23493720000,33858770000,341145.1947,53.28,52.99,4189,4.96,480,628,6,-253
14-12-2016,846.4912493,860.6615988,846.4912493,852.4110718,944657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071245,0.071245,1,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.43,23493720000,33858770000,341145.1947,53.15,51.01,4189,4.96,480,628,6,-253
15-12-2016,848.0294403,854.6484565,840.6179697,841.829895,958978,0.999229,0,0.999229,0.999229,1,0.999229,0.999229,0.999229,0.333076,0.333076,1,0,0.142747,0.142747,1,0,0.142619,0.142619,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.91,23493720000,33858770000,341145.1947,51.72,50.9,4189,4.96,480,628,6,-253
16-12-2016,850.1736516,850.1736516,837.1686265,838.9399414,1041676,0,0,0,0,0,0,0,0,0.333076,0.333076,1,0,0.142747,0.142747,1,0,0.142619,0.142619,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.82,23493720000,33858770000,341145.1947,54.15,51.93,4189,4.96,480,628,6,-253
19-12-2016,840.3383202,840.8976529,815.819862,818.8963623,1905631,0,0,0,0,0,0,0,0,0.333076,0.333076,1,0,0.142747,0.142747,1,0,0.142619,0.142619,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.83,23493720000,33858770000,341145.1947,53.53,52.13,4189,4.96,480,628,6,-253
20-12-2016,816.1928293,822.2525134,801.7894151,807.0567017,1811388,1,0,1,1,1,1,1,1,0.333333,0.333333,1,0,0.285604,0.285604,2,0,0.214047,0.214047,3,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.97,23493720000,33858770000,341145.1947,54.56,52.22,4189,4.96,480,628,6,-253
21-12-2016,808.4549981,817.1249952,803.1877121,806.916748,1321988,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.285604,0.285604,2,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.82,23493720000,33858770000,341145.1947,53.01,51.44,4189,4.96,480,628,6,-253
22-12-2016,806.9166799,815.0739453,793.4455274,811.3449097,1472349,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.285604,0.285604,2,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.86,23493720000,33858770000,341145.1947,54.04,51.98,4189,4.96,480,628,6,-253
23-12-2016,815.7266316,825.0492216,803.141135,814.7943726,1325637,0,0,0,0,0,0,0,0,0,0,0,0,0.285604,0.285604,2,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.84,23493720000,33858770000,341145.1947,53.93,52.01,4189,4.96,480,628,6,-253
26-12-2016,814.7944219,825.0492716,801.742795,809.0144043,1313467,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.84,23493720000,33858770000,341145.1947,53.93,52.01,4189,4.96,480,628,6,-253
27-12-2016,812.8366962,818.3369905,804.9124942,816.6589355,846898,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,68.01,23493720000,33858770000,341145.1947,53.93,52.82,4189,4.96,480,628,6,-253
28-12-2016,816.6588777,829.7105036,810.6457959,816.3792114,1093720,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,68.2,23493720000,33858770000,341145.1947,54.95,54.01,4189,4.96,480,628,6,-253
29-12-2016,819.4557706,826.9138436,817.5912524,820.4346313,1203203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.91,23493720000,33858770000,341145.1947,54.97,53.8,4189,4.96,480,628,6,-253
30-12-2016,825.002756,834.3719492,822.7187097,830.6895142,935476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142802,0.142802,2,0,6.75,6.53,6.75,105.196,104.8987,38750067,67.92,23493720000,33858770000,341145.1947,54.96,53.75,4189,4.96,480,628,6,-253
02-01-2017,832.5071427,846.0248959,822.4853602,843.367981,1031421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142802,0.142802,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.92,22709830000,32982630000,344544.9248,54.96,53.75,4189,4.96,480,628,6,-253
03-01-2017,848.3557587,848.3557587,832.9268824,835.8634644,2068282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142802,0.142802,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.37,22709830000,32982630000,344544.9248,55.05,52.36,4189,4.96,480,628,6,-253
04-01-2017,840.8044024,852.5508429,836.2363106,845.1859741,1408241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.9,22709830000,32982630000,344544.9248,54.57,53.26,4189,4.96,480,628,6,-253
05-01-2017,851.9916154,857.58517,840.4315798,854.4154663,2569365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.74,22709830000,32982630000,344544.9248,54.99,53.77,4189,4.96,480,628,6,-253
06-01-2017,855.8136904,869.3314447,852.6439873,866.534668,1717545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.12,22709830000,32982630000,344544.9248,55.9,53.98,4189,4.96,480,628,6,-253
09-01-2017,868.8654714,869.8443321,844.6267351,848.4489746,1356124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.08,22709830000,32982630000,344544.9248,54.39,51.95,4189,4.96,480,628,6,-253
10-01-2017,853.0168979,866.0685226,846.444484,861.0343018,1735052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.25,22709830000,32982630000,344544.9248,53.2,50.82,4189,4.96,480,628,6,-253
11-01-2017,863.737822,876.882649,859.0765278,871.3357544,1236472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.39,22709830000,32982630000,344544.9248,53.61,52.19,4189,4.96,480,628,6,-253
12-01-2017,871.6622118,875.7175159,863.5515467,870.3104248,955700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.99,22709830000,32982630000,344544.9248,54.51,53.01,4189,4.96,480,628,6,-253
13-01-2017,872.174885,874.6453941,864.3439436,870.0307007,770385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.16,22709830000,32982630000,344544.9248,54.37,52.36,4189,4.96,480,628,6,-253
16-01-2017,867.000843,877.7684228,864.110863,871.8952026,889759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.16,22709830000,32982630000,344544.9248,54.3,52.36,4189,4.96,480,628,6,-253
17-01-2017,876.323359,898.231443,873.5265823,895.1083984,1742445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.9,22709830000,32982630000,344544.9248,54.68,52.45,4189,4.96,480,628,6,-253
18-01-2017,895.1084307,906.5752041,894.9685691,898.0916138,1216887,0.999934,0,0.999934,0.999934,1,0.999934,0.999934,0.999934,0.333311,0.333311,1,0,0.142848,0.142848,1,0,0.071424,0.071424,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.12,22709830000,32982630000,344544.9248,53.77,51.12,4189,4.96,480,628,6,-253
19-01-2017,899.7231663,900.3291575,889.7480402,897.4857788,770727,0,0,0,0,0,0,0,0,0.333311,0.333311,1,0,0.142848,0.142848,1,0,0.071424,0.071424,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.1,22709830000,32982630000,344544.9248,53.18,51.39,3888,4.86,476,690,9,59
20-01-2017,895.2482984,911.6094323,889.5149397,901.6809082,2190366,0,0,0,0,0,0,0,0,0.333311,0.333311,1,0,0.142848,0.142848,1,0,0.071424,0.071424,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.1,22709830000,32982630000,344544.9248,55.04,52.33,3888,4.86,476,690,9,59
23-01-2017,901.8673303,907.6006887,892.8710086,899.3502197,1206139,0,0,0,0,0,0,0,0,0,0,0,0,0.142848,0.142848,1,0,0.071424,0.071424,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.11,22709830000,32982630000,344544.9248,54.8,52.77,3888,4.86,476,690,9,59
24-01-2017,898.2314588,913.4738692,889.0020728,907.5074463,1748158,0,0,0,0,0,0,0,0,0,0,0,0,0.142848,0.142848,1,0,0.071424,0.071424,1,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.12,22709830000,32982630000,344544.9248,54.7,52.38,3888,4.86,476,690,9,59
25-01-2017,912.6815909,914.8723768,905.3633803,911.4696655,1128224,1,0,1,1,1,1,1,1,0.333333,0.333333,1,0,0.285705,0.285705,2,0,0.142852,0.142852,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.04,22709830000,32982630000,344544.9248,54.34,52.14,3888,4.86,476,690,9,59
27-01-2017,913.4273885,922.5635156,898.7909103,903.918335,1043635,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.142857,0.142857,1,0,0.142852,0.142852,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,68.06,22709830000,32982630000,344544.9248,54.8,53.18,3888,4.86,476,690,9,59
30-01-2017,903.3589759,912.6815659,897.7654219,907.2744751,572175,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142852,0.142852,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.8,22709830000,32982630000,344544.9248,54.77,52.63,3888,4.86,476,690,9,59
31-01-2017,906.9014465,911.2830747,898.6975796,904.9437256,603928,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142852,0.142852,2,0,6.75,6.79,6.75,104.8135,105.7581,41227706.8,67.48,22709830000,32982630000,344544.9248,55.25,52.75,3888,4.86,476,690,9,59
01-02-2017,904.9438661,933.2379054,904.4777366,923.8687134,1241463,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142852,0.142852,2,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.4,24844550000,37124320000,345181.1759,55.79,53.9,3888,4.86,476,690,9,59
02-02-2017,922.4236783,927.5977044,915.4317358,922.0041504,1365514,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.142852,0.142852,2,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.2,24844550000,37124320000,345181.1759,55.94,53.55,3888,4.86,476,690,9,59
03-02-2017,922.9364973,926.5723305,914.5927671,919.1142578,465754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142852,0.142852,2,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.18,24844550000,37124320000,345181.1759,55.92,53.81,3888,4.86,476,690,9,59
06-02-2017,923.0295845,936.8736644,918.741216,925.2670288,744278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142852,0.142852,2,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.2,24844550000,37124320000,345181.1759,55.02,53.01,3888,4.86,476,690,9,59
07-02-2017,924.8010263,935.9415339,923.1229713,931.6065063,577723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.35,24844550000,37124320000,345181.1759,53.79,52.19,3888,4.86,476,690,9,59
08-02-2017,931.6064599,941.48844,914.5461306,930.1148682,1192386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.04,24844550000,37124320000,345181.1759,54.42,52.37,3888,4.86,476,690,9,59
09-02-2017,931.3269625,936.9205178,923.8688887,934.9161377,493191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.71,24844550000,37124320000,345181.1759,53.98,52.99,3888,4.86,476,690,9,59
10-02-2017,937.7593474,940.6493275,923.4025361,925.7797852,479738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.8,24844550000,37124320000,345181.1759,55.2,53.84,3888,4.86,476,690,9,59
13-02-2017,927.597708,932.259003,915.0122115,918.0420532,643641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.99,24844550000,37124320000,345181.1759,54.15,52.96,3888,4.86,476,690,9,59
14-02-2017,921.0719568,921.1185584,904.2912936,914.3596802,604108,1,0,1,1,1,1,1,1,0.333333,0.333333,1,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.88,24844550000,37124320000,345181.1759,54.96,53.21,3888,4.86,476,690,9,59
15-02-2017,914.7324789,920.0929678,909.8847211,915.1986084,600970,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.85,24844550000,37124320000,345181.1759,54.57,53.11,3888,4.86,476,690,9,59
16-02-2017,918.2751477,922.5169149,902.1936794,904.1980591,932357,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.12,24844550000,37124320000,345181.1759,54.16,53.41,3888,4.86,476,690,9,59
17-02-2017,907.0880492,907.4609756,890.8667191,895.7144775,1142332,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.09,24844550000,37124320000,345181.1759,54.48,53.41,3888,4.86,476,690,9,59
20-02-2017,895.9008528,913.5671713,889.2351786,909.6516724,1092302,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67.09,24844550000,37124320000,345181.1759,55.25,53.41,3888,4.86,476,690,9,59
21-02-2017,911.4696153,926.6188237,910.16443,924.3347778,885074,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,67,24844550000,37124320000,345181.1759,56.34,54.02,3888,4.86,476,690,9,59
22-02-2017,927.6908999,956.2646608,926.5722346,951.1838379,2809160,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,1,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.95,24844550000,37124320000,345181.1759,54.9,53.61,3888,4.86,476,690,9,59
23-02-2017,960.2267925,960.2267925,937.2465848,940.649353,1580357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.68,24844550000,37124320000,345181.1759,55.82,54.48,3888,4.86,476,690,9,59
27-02-2017,941.5815778,949.5523807,931.3267289,934.0769043,738246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.69,24844550000,37124320000,345181.1759,54.65,54.04,3888,4.86,476,690,9,59
28-02-2017,935.1490584,957.2436668,930.5344214,954.8197021,1368244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,6.98,6.75,104.8135,107.0553,41227706.8,66.67,24844550000,37124320000,345181.1759,53.36,54,3888,4.86,476,690,9,59
01-03-2017,960.2266932,969.5492825,956.544316,962.7904053,1124115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.83,24824030000,38311040000,350923.6076,55.72,53.82,3888,4.86,476,690,9,59
02-03-2017,967.5915936,973.9775447,956.8706156,959.0614014,1037442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.75,24824030000,38311040000,350923.6076,54.16,52.63,3888,4.86,476,690,9,59
03-03-2017,957.4765746,957.4765746,937.8524787,945.0308838,596208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0.071429,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.76,24824030000,38311040000,350923.6076,54.12,53.33,3888,4.86,476,690,9,59
06-03-2017,950.9042227,963.769443,947.1751865,959.6674805,559268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.64,24824030000,38311040000,350923.6076,54.73,53.19,3888,4.86,476,690,9,59
07-03-2017,960.7396138,962.6506766,951.3703648,954.5866699,429279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.62,24824030000,38311040000,350923.6076,54.61,52.68,3888,4.86,476,690,9,59
08-03-2017,954.6332812,964.6550661,946.2429496,953.2814941,1164247,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.76,24824030000,38311040000,350923.6076,53.3,49.83,3888,4.86,476,690,9,59
09-03-2017,958.8285294,970.2953623,955.5656224,961.2523804,827512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.64,24824030000,38311040000,350923.6076,50.65,48.75,3888,4.86,476,690,9,59
10-03-2017,954.7265446,966.9391163,954.7265446,960.4599609,579487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,66.6,24824030000,38311040000,350923.6076,50.63,48.05,3888,4.86,476,690,9,59
14-03-2017,978.6854352,1004.788684,970.1085851,998.8222046,1640301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,65.76,24824030000,38311040000,350923.6076,49.6,47.24,3888,4.86,476,690,9,59
15-03-2017,995.6526536,1002.644596,989.2200434,991.9702759,619852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.75,7.12,6.75,105.196,107.4443,41227706.8,65.62,24824030000,38311040000,350923.6076,50.63,48.34,3888,4.86,476,690,9,59
