Date,Close,High,Low,Open,Volume,Symbol,Start_Date,End_Date
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
2015-01-01,189.99981689453125,190.8771706719807,189.0903658533578,189.65744608147511,2963643,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-02,189.49693298339844,191.74381271840838,189.22945580333513,190.04260071522322,7331366,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-05,187.42129516601562,190.64182113123576,187.04681274503676,189.37928570332087,10103941,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-06,178.9152374267578,186.81139240746566,178.03788369901343,186.16943288485805,18627980,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-07,182.809814453125,183.77276085280215,179.10783035701846,179.1292285310337,20720312,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-08,180.18849182128906,184.65014028561507,179.78191217385094,184.05096276070768,19872227,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-09,184.09375,184.457533275433,180.81974337459295,181.54729564096232,13392787,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-12,181.95388793945312,184.2435643466936,180.09220364975974,184.13657345955565,10100113,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-13,180.42384338378906,182.94889929466348,179.85677749808573,182.53162062437363,9948711,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-14,178.6691436767578,181.24769492622863,177.86668362633776,180.3917394437132,11380041,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-15,184.93896484375,186.40478241864176,179.7497655033079,179.7497655033079,16927085,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-16,186.105224609375,187.23935634856096,182.3283327949327,184.02953040371162,19136963,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-19,188.23443603515625,189.59324885147356,183.7620884559331,186.21225115902527,13339962,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-20,193.24172973632812,193.77669838636558,188.06321434843136,188.63029454489703,13361320,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-21,194.03346252441406,195.0285061417366,190.88784537432815,193.6589944954715,17084297,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-22,189.1117706298828,194.12978549981565,188.20231962566118,193.69110862891478,23721627,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-23,189.7858123779297,192.11827040016072,187.66733608819882,190.44917003317502,18080494,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-27,190.2459259033203,191.88292934184867,188.4163245820548,191.06977002473116,17939876,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-28,194.0548553466797,194.6861300041943,189.61460599405672,189.61460599405672,19298126,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-29,198.8802947998047,199.97163021370753,194.0655629331805,194.10835928003982,36117653,RELIANCE.NS,2015-01-01,2025-01-01
2015-01-30,195.85238647460938,199.2761945456081,194.51495765255618,199.00870306739893,21746801,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-02,194.31166076660156,196.8474157999274,193.80878939472262,196.0235575345849,19302710,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-03,200.635009765625,201.33046471295063,195.41369812138836,195.41369812138836,17092333,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-04,198.75192260742188,201.96173460093706,198.13136124086165,200.9559917954961,14072894,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-05,197.66058349609375,201.1271735293087,196.3552519765529,200.2926304255329,12365643,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-06,194.70753479003906,199.00868188305802,193.2310179844294,197.74616109413523,9045844,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-09,191.88291931152344,196.4408594587449,190.87717644873985,192.8458658213798,8839692,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-10,188.7373046875,193.5520230294048,184.30775352810963,192.1611129679973,13651008,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-11,192.7388458251953,193.60550041005428,188.9512548872894,189.59321436872443,9781008,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-12,194.5470733642578,195.57421445450925,189.86074392554787,194.30099432270688,8709626,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-13,196.3338623046875,197.040016389926,194.52565931328633,195.58489758339235,7393680,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-16,193.18824768066406,197.76758592734356,192.58907018076474,196.59064338814545,12266698,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-18,192.942138671875,194.30096559739172,191.3907281770942,192.58905451039527,9835036,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-19,193.02774047851562,194.215382065177,189.92491934252845,194.07627964075965,9550637,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-20,186.83277893066406,191.7331034542777,186.44759752732216,191.57260287026327,18717199,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-23,182.199951171875,187.61384629636035,181.26910203852032,186.15872761812142,14104463,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-24,180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-25,180.42384338378906,183.2805852704313,179.97446745305348,181.63288304739757,15274116,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-26,180.17776489257812,181.88966164130656,179.02222065980368,181.05510429838532,21459750,RELIANCE.NS,2015-01-01,2025-01-01
2015-02-27,183.0773162841797,184.2435597785605,180.73415877596406,181.36541927892418,18659378,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-02,184.93896484375,187.34633051671045,183.07726681872813,185.95540654072292,14579511,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-03,192.76025390625,193.969279324954,185.613063696691,185.95543448599022,20636925,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-04,189.98910522460938,194.6540500885291,188.32000476800712,193.87298815397747,14476047,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-05,189.36854553222656,192.3215793319759,187.9134268069372,190.98415056690584,10716702,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-09,186.09451293945312,190.8236520656184,184.91758484346377,189.40063069312518,14065391,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-10,183.84764099121094,187.41053669516248,183.04518095544498,185.94471902903294,15234060,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-11,183.1629180908203,186.08384057706047,182.40325426348716,184.2328554743766,11635873,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-12,184.84274291992188,185.61310594016226,183.08803508742923,183.60161995725537,11782380,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-13,181.9110565185547,186.08381458855538,181.2476988616737,185.95542554873873,12936157,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-16,180.19915771484375,182.73491264434313,179.81397631535776,182.2106431199992,13839990,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-17,183.35548400878906,184.00814260727708,179.96377340198245,182.00735617885903,19070082,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-18,185.8805389404297,186.65090177732299,182.8954079453352,183.38758023432382,9269885,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-19,183.20571899414062,187.60315860719794,182.7670420847766,187.35707957373606,13934612,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-20,182.7670440673828,184.2756584032449,181.5901014758716,183.58018907996612,10405717,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-23,180.16705322265625,184.88547875233576,179.34319502411947,183.28057298414848,13251683,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-24,181.4509735107422,182.809800309064,180.19915185871298,180.19915185871298,9238431,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-25,180.79832458496094,181.7826691348462,179.9637672495597,181.6756782673576,10264941,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-26,177.4601287841797,181.72919342066984,176.34739507256452,179.98518495338175,20621346,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-27,173.69393920898438,178.6798567145218,171.50055489934067,178.4444625104279,23326922,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-30,173.49063110351562,174.9778469896794,170.4306066386598,174.7424670852265,17330588,RELIANCE.NS,2015-01-01,2025-01-01
2015-03-31,176.75396728515625,178.23048420828187,175.04205615338952,175.04205615338952,20235395,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-01,178.90455627441406,179.5358167730029,173.99353186557678,176.51858814442926,14588531,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-06,176.46507263183594,179.32181460987394,175.7696176820999,178.89383683907658,12334096,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-07,178.21978759765625,178.91524257679168,176.7646688292302,176.7646688292302,21275454,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-08,185.29208374023438,186.0624323295186,178.23048596339783,178.35887501419583,24821205,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-09,191.54049682617188,192.37505411439008,183.77274601823515,185.20646641501003,27276420,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-10,193.51991271972656,194.4721600924163,190.25660526974175,191.50842709752723,25323219,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-13,197.40379333496094,197.88526655907532,192.32158390514024,194.04417985370733,20177342,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-15,197.64988708496094,201.06298172725784,194.1297872824526,197.0828068746773,22231264,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-16,198.65560913085938,200.7205899544087,196.65482282603247,197.83175090493256,20177302,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-17,198.33462524414062,202.06870646427583,197.42517431286709,200.08931830250222,23958678,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-20,189.51832580566406,200.6028940933549,187.98831352542373,200.57079683265377,37628162,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-21,187.54966735839844,191.62614869475382,186.6937259818531,190.4813033556473,17707007,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-22,188.25582885742188,189.75374406692976,185.5274756448377,188.7159039369812,14761313,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-23,187.6780242919922,190.32076995759914,185.9661133932797,189.1331428421002,13337818,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-24,188.0739288330078,189.26157047522764,185.88055861673672,187.66736348191137,12709854,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-27,187.30355834960938,189.91420698512152,186.47970008634118,188.3200001777737,11042925,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-28,185.1422882080078,188.73728146053793,183.71926677201776,187.17517189242346,14687371,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-29,181.88967895507812,186.28713262752606,181.33331210166938,184.4575314648479,16387960,RELIANCE.NS,2015-01-01,2025-01-01
2015-04-30,184.53240966796875,185.29207341183803,181.45098691360175,181.88966376387205,34802149,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-04,190.6524658203125,191.2837262118975,184.1365364063222,185.35626084324878,15078502,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-05,190.9092559814453,192.97423695637238,189.4006418273927,191.24094197032065,17846755,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-06,188.36280822753906,191.8936071281178,186.59740163500163,190.449187448177,22438208,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-07,186.32992553710938,187.977627891172,184.0295502664244,187.23937655771732,16735535,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-08,192.78369140625,193.6612652260249,186.58653415905832,188.73170175009093,17104443,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-11,194.1379852294922,194.8963718784379,191.4185924669083,193.46625522287323,14214007,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-12,188.2333221435547,193.91043813383442,187.4641016894681,193.91043813383442,16650201,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-13,191.7869415283203,192.55617645946668,185.7414588105762,189.24090567753933,16701434,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-14,190.29183959960938,192.0253195975339,188.58004184290584,191.9819695795624,12329713,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-15,189.37088012695312,192.1877771471206,188.53665647798914,191.09352578137913,8331715,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-18,193.18453979492188,193.71541469418312,188.99171003295376,189.57675436433678,9847540,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-19,194.05130004882812,196.04479321846367,192.11197631701208,193.11955678939376,14513036,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-20,196.9331817626953,197.3990533812929,194.51715257126492,195.10221141468998,8708891,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-21,194.31130981445312,198.3524655180063,193.7370993195459,197.45322393762726,10759523,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-22,195.8497314453125,196.22893190223596,194.36544573858168,194.36544573858168,8349048,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-25,193.82376098632812,196.74899721981475,193.35788938775943,195.0155174676145,6617337,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-26,191.67860412597656,194.14880278423198,191.2669019388558,193.9321105709988,9510249,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-27,191.83026123046875,193.04369990739778,190.72517588260808,191.9819356409094,8078236,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-28,189.7717742919922,193.76959430839705,188.94836995153776,191.9494434355898,26538868,RELIANCE.NS,2015-01-01,2025-01-01
2015-05-29,190.0318145751953,192.07947720989407,189.18674240502867,190.6601945267315,29277517,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-01,195.50306701660156,196.07729197792483,190.24848698121735,190.6818569418261,19594976,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-02,194.72299194335938,199.0891638182213,193.162868929824,196.26144718439295,20178960,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-03,194.22462463378906,197.27986743651704,192.52366104712465,194.7988350870647,15546279,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-04,197.76744079589844,198.52582745143212,193.40125357282844,195.92562190257712,15931395,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-05,196.69485473632812,198.6883480458216,195.9797891780048,197.16072639872957,13066337,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-08,191.86279296875,197.18239116374951,191.35358576082993,196.48899339266464,10846953,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-09,191.4835968017578,192.98953610544442,190.10764968465915,191.45108067452406,9153355,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-10,196.27230834960938,197.1607160745957,191.7652808626073,191.98195861774076,13509379,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-11,190.06431579589844,197.0740436292606,189.30591472916151,196.31564256252366,14676438,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-12,192.81619262695312,193.43373867985483,190.30265840081162,190.4651811780263,21543824,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-15,195.39471435546875,196.09894591594318,192.84867867295173,193.91042849251474,12858570,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-16,195.87142944335938,196.0989555384121,193.54208584379182,194.7988456845262,13929305,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-17,201.7760772705078,204.1921065007052,193.71543355450996,196.10979500974904,26232634,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-18,212.12271118164062,212.7835927265047,202.0577412744451,202.06857516100897,49366799,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-19,215.95803833007812,218.0707042204091,212.8919614243679,212.8919614243679,45710935,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-22,214.88543701171875,218.569059659903,213.75866942631936,216.02302401911172,19394187,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-23,215.6005096435547,217.26897171965564,214.7337697106197,215.09130246423751,16007498,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-24,214.71209716796875,218.0815373724735,213.7911878177322,215.60050485627713,18603004,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-25,217.66983032226562,218.63407520017532,213.43366476327824,213.8670347104311,27175118,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-26,216.8356170654297,219.7391712625162,215.68718158723644,216.66226039948327,20966796,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-29,214.70123291015625,215.35129498570362,210.616742256533,214.0620191848528,20168946,RELIANCE.NS,2015-01-01,2025-01-01
2015-06-30,216.7056121826172,217.30149050929919,214.08373886653413,214.49544109035074,23184864,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-01,217.90817260742188,218.94825461034355,216.90059226306226,216.90059226306226,14824266,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-02,219.03494262695312,220.9634323752079,218.22237217117024,218.63407434257397,15931202,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-03,218.2440643310547,219.67418097150517,217.34482267859678,218.79660709551754,13831096,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-06,220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-07,217.38815307617188,220.28087329623258,216.68392147550537,219.06744899447003,11294999,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-08,215.94720458984375,218.56907765168825,214.8746208129287,215.78468181507515,15190654,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-09,213.9536895751953,216.90059342069063,213.0327803154196,215.81716140276953,16245867,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-10,217.07395935058594,217.55066486199772,214.5712590317913,214.75543511811003,16110573,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-13,218.20069885253906,219.3924697883684,215.6329953706103,217.07394570167386,9860248,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-14,216.2072296142578,219.17580169690413,215.64385297685726,218.61242505950358,9942927,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-15,219.0999298095703,219.80414687876382,216.58639588267218,216.6297314275784,13532911,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-16,221.8193359375,222.70774365060794,219.09995782458657,219.28413391398746,14854295,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-17,221.3859405517578,223.4336029331818,220.5842184960577,222.1551754128217,10195142,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-20,222.04685974121094,223.17361297010467,220.56257376036214,222.7077413431539,6348354,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-21,218.37403869628906,222.84856405593627,217.27978721741857,222.75105907623913,7923338,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-22,227.6047821044922,228.37400251034651,217.680652782599,217.7673238745862,17309440,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-23,226.4997100830078,231.38592336156816,225.61130240891728,228.27651096672008,18642915,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-24,222.11184692382812,227.44226383091117,221.25594094462815,227.0847455694087,13099664,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-27,217.84315490722656,223.16275213635112,217.06310063697762,222.07933458827517,20118553,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-28,218.90493774414062,220.30253811049852,216.70558633810427,218.4824016823122,13382878,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-29,215.81715393066406,219.43578752701015,214.97209636833014,218.74238990239033,14790821,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-30,216.71644592285156,218.4174242589743,215.0154820511993,216.70561203445513,11701228,RELIANCE.NS,2015-01-01,2025-01-01
2015-07-31,217.08480834960938,218.39575221336585,214.51710452749003,216.68394002230616,16634259,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-03,217.2147979736328,219.68499660837472,216.55391638172432,216.90061524091573,9887787,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-04,214.08372497558594,217.90820304975384,212.35025955003613,217.42066363874457,12006872,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-05,214.029541015625,216.85727230051697,213.2386383381826,214.13787988528327,14345010,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-06,212.12271118164062,214.9504423616188,211.8085284712884,214.73375016587337,8708037,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-07,213.29281616210938,215.38381414482865,211.73267862559467,212.13354689638058,8608888,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-10,209.94505310058594,214.2570558941865,208.991642104184,213.3253271365139,9288894,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-11,209.31666564941406,210.97429371409604,207.5831859130812,210.40008325238796,8762464,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-12,204.31129455566406,209.31669559037923,203.80208734156048,208.7966544879856,9650325,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-13,202.24195861816406,206.7056506543639,201.38605253722986,205.19969682896408,9340350,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-14,209.5225372314453,210.61678886600288,202.44780575096138,203.73708183712884,12739366,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-17,206.00140380859375,209.31667454329204,204.9938233699903,209.31667454329204,10857430,RELIANCE.NS,2015-01-01,2025-01-01
2015-08-18,204.5712890625,207.14982656076893,204.15960134533572,207.14982656076893,6630334,RELIANCE.NS,2015-01-01,2025-01-01
